# What was decided about every public member of every class the binding wraps.
# Written and checked by tools/audit_api.py -- see that file for why.
#
# class <TAB> member <TAB> verdict <TAB> note
#
#   bound      reachable from Gren today
#   used       the binding calls it, and it is not itself something a Gren
#              program names -- geometry, a setter a render goes through
#   internal   Turbo Vision's own plumbing: painting, buffers, stream
#              persistence, virtuals a subclass overrides and a caller never calls
#   skipped    a decision not to offer it, with the reason
#   todo       a gap somebody has agreed is a gap, with what it would buy
#
# A member with no line here is one nobody has looked at, and that is what the
# audit fails on. `todo` lines are reported and do not fail.
TGroup	remove	used	the binding calls it; not itself a thing a Gren program names
TGroup	removeView	internal	Turbo Vision's own plumbing
TGroup	resetCurrent	internal	Turbo Vision's own plumbing
TGroup	setCurrent	used	the binding calls it; not itself a thing a Gren program names
TGroup	selectNext	internal	Turbo Vision's own plumbing
TGroup	firstThat	used	the binding calls it; not itself a thing a Gren program names
TGroup	focusNext	internal	Turbo Vision's own plumbing
TGroup	forEach	internal	Turbo Vision's own plumbing
TGroup	insert	used	the binding calls it; not itself a thing a Gren program names
TGroup	insertBefore	internal	Turbo Vision's own plumbing
TGroup	current	used	the binding calls it; not itself a thing a Gren program names
TGroup	at	used	the binding calls it; not itself a thing a Gren program names
TGroup	firstMatch	internal	Turbo Vision's own plumbing
TGroup	indexOf	internal	Turbo Vision's own plumbing
TGroup	first	used	the binding calls it; not itself a thing a Gren program names
TGroup	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	drawSubViews	internal	painting, which is Turbo Vision's once the model has said what to paint
TGroup	changeBounds	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	dataSize	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	getData	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	setData	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	redraw	used	the binding calls it; not itself a thing a Gren program names
TGroup	lock	used	the binding calls it; not itself a thing a Gren program names
TGroup	unlock	used	the binding calls it; not itself a thing a Gren program names
TGroup	resetCursor	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	endModal	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	eventError	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	getHelpCtx	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	valid	internal	a virtual the binding overrides or inherits, not a call a model makes
TGroup	freeBuffer	internal	Turbo Vision's own plumbing
TGroup	getBuffer	internal	Turbo Vision's own plumbing
TGroup	last	used	the binding calls it; not itself a thing a Gren program names
TGroup	clip	internal	Turbo Vision's own plumbing
TGroup	phase	internal	Turbo Vision's own plumbing
TGroup	buffer	used	the binding calls it; not itself a thing a Gren program names
TGroup	lockFlag	internal	Turbo Vision's own plumbing
TGroup	endState	used	the binding calls it; not itself a thing a Gren program names
TGroup	build	internal	object-stream persistence; no view here is serialised
TWindow	close	used	the binding calls it; not itself a thing a Gren program names
TWindow	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TWindow	getTitle	used	the differ writes titles with setTitle and never reads one back
TWindow	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TWindow	initFrame	internal	a virtual the binding overrides or inherits, not a call a model makes
TWindow	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TWindow	sizeLimits	internal	a virtual the binding overrides or inherits, not a call a model makes
TWindow	standardScrollBar	used	the binding calls it; not itself a thing a Gren program names
TWindow	zoom	used	the binding calls it; not itself a thing a Gren program names
TWindow	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TWindow	flags	used	the binding calls it; not itself a thing a Gren program names
TWindow	zoomRect	used	the binding calls it; not itself a thing a Gren program names
TWindow	number	used	the binding calls it; not itself a thing a Gren program names
TWindow	palette	used	the binding calls it; not itself a thing a Gren program names
TWindow	frame	used	the binding calls it; not itself a thing a Gren program names
TWindow	title	used	the binding calls it; not itself a thing a Gren program names
TWindow	build	internal	object-stream persistence; no view here is serialised
TFrame	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TFrame	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TFrame	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TFrame	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TFrame	build	internal	object-stream persistence; no view here is serialised
TDialog	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TDialog	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TDialog	valid	internal	a virtual the binding overrides or inherits, not a call a model makes
TDialog	build	internal	object-stream persistence; no view here is serialised
TBackground	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TBackground	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TBackground	pattern	skipped	the character the desktop is filled with; one ▒ has been the answer since 1990
TBackground	build	internal	object-stream persistence; no view here is serialised
TDeskTop	cascade	used	the binding calls it; not itself a thing a Gren program names
TDeskTop	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TDeskTop	initBackground	internal	a virtual the binding overrides or inherits, not a call a model makes
TDeskTop	tile	used	the binding calls it; not itself a thing a Gren program names
TDeskTop	tileError	internal	a virtual the binding overrides or inherits, not a call a model makes
TDeskTop	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TDeskTop	background	used	the binding calls it; not itself a thing a Gren program names
TDeskTop	build	internal	object-stream persistence; no view here is serialised
TProgram	canMoveFocus	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	executeDialog	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	getEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	idle	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	initScreen	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	outOfMemory	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	putEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	run	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	insertWindow	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	setScreenMode	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	validView	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	setTimer	skipped	see TView::setTimer
TProgram	killTimer	skipped	see TView::setTimer
TProgram	suspend	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	resume	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	initStatusLine	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	initMenuBar	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	initDeskTop	internal	a virtual the binding overrides or inherits, not a call a model makes
TProgram	appPalette	skipped	which of the three application palettes is in force; the theme replaces it
TProgram	eventTimeoutMs	used	the binding calls it; not itself a thing a Gren program names
TApplication	suspend	internal	a virtual the binding overrides or inherits, not a call a model makes
TApplication	resume	internal	a virtual the binding overrides or inherits, not a call a model makes
TApplication	cascade	used	the binding calls it; not itself a thing a Gren program names
TApplication	dosShell	internal	a virtual the binding overrides or inherits, not a call a model makes
TApplication	getTileRect	internal	the rectangle Tile and Cascade divide up
TApplication	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TApplication	tile	used	the binding calls it; not itself a thing a Gren program names
TApplication	writeShellMsg	internal	a virtual the binding overrides or inherits, not a call a model makes
TButton	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TButton	drawState	internal	painting, which is Turbo Vision's once the model has said what to paint
TButton	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TButton	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TButton	makeDefault	skipped	isDefault is a field of the model's render, so a re-render moves it
TButton	press	used	the binding calls it; not itself a thing a Gren program names
TButton	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TButton	title	used	the binding calls it; not itself a thing a Gren program names
TButton	build	internal	object-stream persistence; no view here is serialised
TCluster	dataSize	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	drawBox	internal	painting, which is Turbo Vision's once the model has said what to paint
TCluster	drawMultiBox	internal	painting, which is Turbo Vision's once the model has said what to paint
TCluster	getData	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	getHelpCtx	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	mark	used	the binding calls it; not itself a thing a Gren program names
TCluster	multiMark	used	MultiCheckBoxes is built on it
TCluster	press	used	the binding calls it; not itself a thing a Gren program names
TCluster	movedTo	internal	a hook for a subclass to hear the highlight move
TCluster	setData	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TCluster	setButtonState	bound	`available`, one flag per box of a CheckBoxes, RadioButtons or MultiCheckBoxes
TCluster	buttonState	used	the read side, which TCluster consults before it lets a hotkey or an arrow reach a box
TCluster	build	internal	object-stream persistence; no view here is serialised
TCheckBoxes	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TCheckBoxes	mark	used	the binding calls it; not itself a thing a Gren program names
TCheckBoxes	press	used	the binding calls it; not itself a thing a Gren program names
TCheckBoxes	build	internal	object-stream persistence; no view here is serialised
TRadioButtons	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TRadioButtons	mark	used	the binding calls it; not itself a thing a Gren program names
TRadioButtons	movedTo	internal	see TCluster::movedTo
TRadioButtons	press	used	the binding calls it; not itself a thing a Gren program names
TRadioButtons	setData	internal	a virtual the binding overrides or inherits, not a call a model makes
TRadioButtons	build	internal	object-stream persistence; no view here is serialised
TMultiCheckBoxes	dataSize	internal	a virtual the binding overrides or inherits, not a call a model makes
TMultiCheckBoxes	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TMultiCheckBoxes	getData	internal	a virtual the binding overrides or inherits, not a call a model makes
TMultiCheckBoxes	multiMark	used	the states array is this
TMultiCheckBoxes	press	used	the binding calls it; not itself a thing a Gren program names
TMultiCheckBoxes	setData	internal	a virtual the binding overrides or inherits, not a call a model makes
TMultiCheckBoxes	build	internal	object-stream persistence; no view here is serialised
TInputLine	dataSize	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	getData	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	selectAll	used	the binding calls it; not itself a thing a Gren program names
TInputLine	setData	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	valid	internal	a virtual the binding overrides or inherits, not a call a model makes
TInputLine	setValidator	used	the binding calls it; not itself a thing a Gren program names
TInputLine	data	used	the binding calls it; not itself a thing a Gren program names
TInputLine	maxLen	used	the binding calls it; not itself a thing a Gren program names
TInputLine	maxWidth	skipped	how wide the text may draw, as against how much of it there is; the rectangle decides that here
TInputLine	maxChars	used	the storage limit, which is maxLen + 1 -- the off-by-one that cost a four-digit year
TInputLine	curPos	used	the binding calls it; not itself a thing a Gren program names
TInputLine	firstPos	used	the binding calls it; not itself a thing a Gren program names
TInputLine	selStart	used	the binding calls it; not itself a thing a Gren program names
TInputLine	selEnd	used	the binding calls it; not itself a thing a Gren program names
TInputLine	build	internal	object-stream persistence; no view here is serialised
TLabel	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TLabel	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TLabel	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TLabel	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TLabel	build	internal	object-stream persistence; no view here is serialised
TStaticText	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TStaticText	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TStaticText	getText	used	the binding calls it; not itself a thing a Gren program names
TStaticText	build	internal	object-stream persistence; no view here is serialised
TParamText	getText	skipped	formatting is Gren's; a StaticText takes the finished string
TParamText	setText	skipped	formatting is Gren's; a StaticText takes the finished string
TParamText	getTextLen	skipped	formatting is Gren's; a StaticText takes the finished string
TParamText	build	internal	object-stream persistence; no view here is serialised
TScrollBar	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TScrollBar	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TScrollBar	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TScrollBar	scrollDraw	used	the binding calls it; not itself a thing a Gren program names
TScrollBar	scrollStep	internal	how far one part of the bar moves it
TScrollBar	setParams	used	the binding calls it; not itself a thing a Gren program names
TScrollBar	setRange	used	the binding calls it; not itself a thing a Gren program names
TScrollBar	setStep	used	setParams writes all five in one call
TScrollBar	setValue	used	the binding calls it; not itself a thing a Gren program names
TScrollBar	drawPos	internal	painting, which is Turbo Vision's once the model has said what to paint
TScrollBar	getPos	internal	the thumb's pixel position
TScrollBar	getSize	internal	the thumb's length
TScrollBar	value	used	the binding calls it; not itself a thing a Gren program names
TScrollBar	chars	skipped	the five characters a bar is drawn with
TScrollBar	minVal	bound	ScrollBar's min
TScrollBar	maxVal	bound	ScrollBar's max
TScrollBar	pgStep	bound	ScrollBar's pageStep
TScrollBar	arStep	bound	ScrollBar's arrowStep
TScrollBar	build	internal	object-stream persistence; no view here is serialised
TScroller	changeBounds	internal	a virtual the binding overrides or inherits, not a call a model makes
TScroller	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TScroller	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TScroller	scrollDraw	skipped	a scrolling pane is a model and a Canvas here; see `viewer`
TScroller	scrollTo	skipped	a scrolling pane is a model and a Canvas here; see `viewer`
TScroller	setLimit	skipped	a scrolling pane is a model and a Canvas here; see `viewer`
TScroller	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TScroller	checkDraw	skipped	a scrolling pane is a model and a Canvas here; see `viewer`
TScroller	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TScroller	delta	skipped	a scrolling pane is a model and a Canvas here; see `viewer`
TScroller	build	internal	object-stream persistence; no view here is serialised
TListViewer	changeBounds	internal	a virtual the binding overrides or inherits, not a call a model makes
TListViewer	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TListViewer	focusItem	used	the binding calls it; not itself a thing a Gren program names
TListViewer	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TListViewer	getText	used	the binding calls it; not itself a thing a Gren program names
TListViewer	isSelected	internal	whether a row is the highlighted one, asked while drawing
TListViewer	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TListViewer	selectItem	used	the binding calls it; not itself a thing a Gren program names
TListViewer	setRange	used	the binding calls it; not itself a thing a Gren program names
TListViewer	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TListViewer	focusItemNum	used	the binding calls it; not itself a thing a Gren program names
TListViewer	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TListViewer	hScrollBar	used	the binding calls it; not itself a thing a Gren program names
TListViewer	vScrollBar	used	a list makes its own bar and the differ knows not to touch it
TListViewer	numCols	bound	ListBox's `columns`
TListViewer	topItem	bound	ListBox's `top`
TListViewer	focused	used	the binding calls it; not itself a thing a Gren program names
TListViewer	range	used	the binding calls it; not itself a thing a Gren program names
TListViewer	build	internal	object-stream persistence; no view here is serialised
TListBox	dataSize	internal	a virtual the binding overrides or inherits, not a call a model makes
TListBox	getData	internal	a virtual the binding overrides or inherits, not a call a model makes
TListBox	getText	used	the binding calls it; not itself a thing a Gren program names
TListBox	newList	used	a re-render replaces the items through it
TListBox	setData	internal	a virtual the binding overrides or inherits, not a call a model makes
TListBox	list	used	the binding calls it; not itself a thing a Gren program names
TListBox	build	internal	object-stream persistence; no view here is serialised
TSortedListBox	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TSortedListBox	newList	skipped	a sorted list is a model that sorts; the ListBox takes the order it is given
TSortedListBox	list	skipped	a sorted list is a model that sorts; the ListBox takes the order it is given
TSortedListBox	build	internal	object-stream persistence; no view here is serialised
THistory	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
THistory	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
THistory	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
THistory	initHistoryWindow	internal	a virtual the binding overrides or inherits, not a call a model makes
THistory	recordHistory	used	the binding calls it; not itself a thing a Gren program names
THistory	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
THistory	build	internal	object-stream persistence; no view here is serialised
TMenuBar	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TMenuBar	getItemRect	used	the binding calls it; not itself a thing a Gren program names
TMenuBar	build	internal	object-stream persistence; no view here is serialised
TMenuBox	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TMenuBox	getItemRect	used	the binding calls it; not itself a thing a Gren program names
TMenuBox	build	internal	object-stream persistence; no view here is serialised
TMenuView	execute	internal	a virtual the binding overrides or inherits, not a call a model makes
TMenuView	findItem	used	the binding calls it; not itself a thing a Gren program names
TMenuView	getItemRect	used	the binding calls it; not itself a thing a Gren program names
TMenuView	getHelpCtx	internal	a virtual the binding overrides or inherits, not a call a model makes
TMenuView	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TMenuView	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TMenuView	hotKey	internal	matching a keystroke against a menu's tildes
TMenuView	newSubView	internal	building a pull-down
TMenuView	build	internal	object-stream persistence; no view here is serialised
TStatusLine	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TStatusLine	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TStatusLine	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TStatusLine	hint	used	the binding calls it; not itself a thing a Gren program names
TStatusLine	update	internal	painting, which is Turbo Vision's once the model has said what to paint
TStatusLine	build	internal	object-stream persistence; no view here is serialised
TIndicator	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TIndicator	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TIndicator	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TIndicator	setValue	used	the binding calls it; not itself a thing a Gren program names
TIndicator	build	internal	object-stream persistence; no view here is serialised
TEditor	genRefs	internal	object-stream persistence; no view here is serialised
TEditor	shutDown	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	bufChar	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	bufPtr	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	changeBounds	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	convertEvent	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	cursorVisible	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	deleteSelect	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	doneBuffer	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	draw	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	getPalette	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	handleEvent	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	initBuffer	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	initContextMenu	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	insertBuffer	bound	`Tui.insertIntoEditor`, through insertText, which is the same call with the buffer arithmetic done
TEditor	insertFrom	skipped	inserting one editor's selection into another; there is one editor per id here and no gesture that spans two
TEditor	insertText	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	scrollTo	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	search	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	setBufSize	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	setCmdState	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	setSelect	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	setState	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	trackCursor	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	undo	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	updateCommands	internal	painting, which is Turbo Vision's once the model has said what to paint
TEditor	valid	internal	a virtual the binding overrides or inherits, not a call a model makes
TEditor	charPos	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	charPtr	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	clipCopy	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	clipCut	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
TEditor	clipPaste	internal	the editor keeps its own document, so its buffer arithmetic is not the model's
